awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key 
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['VALLEY TRUST', 'POINT LUNA', 'MINING GUILD']",YES,"['CORPORATE', 'PRELUDE']",12,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['129', '119', '115']",1554235375,NO,US,,0,-LbUdR1mcEJ0ZP_tz-fF
['INDUSTRIALIST'],"['UNMI', 'THARSIS REPUBLIC', 'SATURN SYSTEMS', 'ROBINSON INDUSTRIES', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE']",7,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",5,"['63', '61', '51', '50', '45']",1554235495,NO,US,,0,-LbUdtE2Ub_vbcww1a8V
"['CULTIVATOR', 'EXCENTRIC', 'CONTRACTOR']","['SATURN SYSTEMS', 'INTERPLAN. CINEMATICS', 'PHOBOLOG', 'VALLEY TRUST', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",5,"['81', '77', '70', '67', '67']",1554235594,NO,US,,0,-LbUeGJ7ZYHFSWVJIupb
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'SATURN SYSTEMS', 'INVENTRIX', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE']",11,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",4,"['115', '94', '84', '78']",1554235673,NO,US,,0,-LbUeZnfFi2_dCv2yul2
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['POINT LUNA', 'CHEUNG SHING MARS', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'PRELUDE']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",3,"['116', '97', '92']",1554235769,NO,US,,0,-LbUew3qxxngN9V8_61i
"['LANDLORD', 'BANKER', 'SCIENTIST']","['THARSIS REPUBLIC', 'INTERPLAN. CINEMATICS', 'UNMI']",YES,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['96', '82', '81']",1554235846,NO,US,,0,-LbUfDxVfnOee3UBZDlT
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['ECOLINE', 'POINT LUNA', 'PHOBOLOG']",YES,"['CORPORATE', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",3,"['96', '88', '87']",1554235903,NO,US,,0,-LbUfRkr8to1N_9QaK20
"['SCIENTIST', 'THERMALIST', 'MINER']","['SATURN SYSTEMS', 'THARSIS REPUBLIC', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",12,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['118', '102', '97']",1554236293,NO,US,"['CALLISTO', 'IO', 'LUNA', 'PLUTO', 'TRITON']",0,-LbUgw5cBzJFwdPxPyoV
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['VITOR', 'POINT LUNA', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'PRELUDE']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",3,"['123', '107', '101']",1554237530,NO,US,,0,-LbUle8CTsTrkA7ewesx
"['LANDLORD', 'THERMALIST', 'MINER']","['POINT LUNA', 'SATURN SYSTEMS', 'RECYCLON']",YES,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['97', '88', '88']",1554237602,NO,US,,0,-LbUlvg8IN7f82bQkomc
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['INVENTRIX', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['79', '63']",1554284299,NO,,,1,-LbXZ35hRUR5vh68rQHt
"['LANDLORD', 'BANKER', 'MINER']","['TERACTOR', 'POINT LUNA', 'SATURN SYSTEMS', 'THARSIS REPUBLIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",11,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",4,"['131', '95', '88', '84']",1554298269,YES,AR,,0,-LbYOLyYxCZcd08XW0OI
"['BANKER', 'SCIENTIST']","['ROBINSON INDUSTRIES', 'POSEIDON', 'UNMI', 'ARIDOR', 'ARKLIGHT']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",7,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",5,"['62', '54', '50', '49', '33']",1554313637,NO,US,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'LUNA', 'MIRANDA', 'TITAN', 'TRITON']",1,-LbZIyxn62Uq3RXnq4Z1
"['CULTIVATOR', 'MAGNATE', 'SPACE BARON']","['VALLEY TRUST', 'ROBINSON INDUSTRIES', 'MANUTECH', 'THORGATE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",9,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",4,"['80', '79', '69', '60']",1554315676,NO,,,0,-LbZQmLZn4R4KGgW-2ZS
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['UNMI', 'STORMCRAFT']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'HOVERLORD']",2,"['112', '95']",1554320607,YES,,"['CERES', 'EUROPA', 'GANYMEDE', 'MIRANDA', 'PLUTO']",0,-LbZiZYlWHgJtpJmKosa
"['LANDLORD', 'THERMALIST', 'MINER']","['ECOLINE', 'THARSIS REPUBLIC', 'CREDICOR']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['81', '59', '57']",1554321221,NO,SE,,0,-LbZkuUiZbV4sAc923Np
"['BANKER', 'SCIENTIST', 'MINER']","['VALLEY TRUST', 'THORGATE', 'CHEUNG SHING MARS', 'TERACTOR', 'UNMI']",NO,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['71', '63', '51', '49', '46']",1554321841,NO,US,,1,-LbZnGlyiBgpiFPZLSU5
"['LANDLORD', 'BANKER', 'MINER']","['ECOLINE', 'RECYCLON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['131', '120']",1554328948,YES,,"['CERES', 'ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA']",1,-Lb_DNsJRRLLo27ldcGW
"['MAGNATE', 'SPACE BARON', 'VENUPHILE']","['SATURN SYSTEMS', 'MORNING STAR', 'POINT LUNA', 'MANUTECH']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['POLAR EXPLORER', 'RIM SETTLER', 'HOVERLORD']",4,"['96', '82', '78', '78']",1554341352,YES,US,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'TITAN', 'TRITON']",1,-Lb_xhOGdLiS-Tt0RLyU
"['DESERT SETTLER', 'ESTATE DEALER', 'VENUPHILE']","['RECYCLON', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['GENERALIST', 'TYCOON', 'HOVERLORD']",2,"['109', '97']",1554341476,YES,US,"['CERES', 'IO', 'LUNA', 'TITAN', 'TRITON']",1,-Lb_yAakPc20nMvS5oYM
"['BANKER', 'THERMALIST', 'MINER']","['ECOLINE', 'TERACTOR', 'MINING GUILD', 'VITOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['80', '66', '59', '56']",1554341545,YES,US,"['CERES', 'ENCELADUS', 'GANYMEDE', 'LUNA', 'TITAN', 'TRITON']",0,-Lb_yRL7WZPrsqmlE0qX
"['MAGNATE', 'EXCENTRIC', 'CONTRACTOR']","['SATURN SYSTEMS', 'POLYPHEMOS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['113', '99']",1554341660,YES,US,"['CALLISTO', 'ENCELADUS', 'IO', 'MIRANDA', 'TITAN']",0,-Lb_ys_0fG3jRsTQ6ufR
"['SCIENTIST', 'THERMALIST', 'MINER']","['ECOLINE', 'ARCADIAN COMMUNITIES', 'POSEIDON', 'MINING GUILD', 'VIRON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['71', '65', '63', '61', '57']",1554404482,NO,US,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'IO', 'LUNA', 'TITAN', 'TRITON']",1,-LbdiVlKeFLF7KkGJYl5
"['SCIENTIST', 'THERMALIST']","['CREDICOR', 'INVENTRIX']",NO,,10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['99', '83']",1554458916,NO,DE,,0,-Lbgy9vZ_79IIbTTd461
"['SPACE BARON', 'CONTRACTOR', 'VENUPHILE']","['PHOBOLOG', 'CREDICOR', 'MINING GUILD', 'STORMCRAFT', 'THARSIS REPUBLIC']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",5,"['85', '70', '68', '66', '66']",1554480446,NO,US,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'MIRANDA', 'PLUTO', 'TRITON']",2,-LbiFIt6TJXszSytD501
"['INDUSTRIALIST', 'ESTATE DEALER', 'VENUPHILE']","['MORNING STAR', 'POINT LUNA', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",3,"['103', '89', '78']",1554488462,NO,,"['CALLISTO', 'CERES', 'ENCELADUS', 'EUROPA', 'TRITON']",1,-LbiitAHiutbWtGxpSVz
"['BANKER', 'THERMALIST', 'MINER']","['INVENTRIX', 'HELION', 'THARSIS REPUBLIC', 'TERACTOR', 'MANUTECH']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['70', '65', '59', '57', '55']",1554496775,NO,US,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'MIRANDA', 'TITAN', 'TRITON']",1,-LbjDZIaN2-t-8o0YaFn
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['POINT LUNA', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",15,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['197', '189']",1554498268,NO,DE,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'LUNA']",0,-LbjJFAKQRqWjWiEphIW
"['THERMALIST', 'MINER', 'VENUPHILE']","['MORNING STAR', 'INVENTRIX', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['TERRAFORMER', 'PLANNER', 'HOVERLORD']",3,"['111', '101', '98']",1554502433,NO,US,"['CERES', 'ENCELADUS', 'GANYMEDE', 'IO', 'MIRANDA']",0,-LbjZAqlkmkeRtH0woHO
"['CULTIVATOR', 'SPACE BARON', 'CONTRACTOR']","['ARCADIAN COMMUNITIES', 'POSEIDON', 'CELESTIC', 'MINING GUILD', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",7,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'ENERGIZER']",5,"['62', '58', '55', '53', '43']",1554510532,NO,US,"['CERES', 'ENCELADUS', 'EUROPA', 'IO', 'MIRANDA', 'PLUTO', 'TRITON']",1,-Lbk236xCo8JepM42KBx
"['CELEBRITY', 'DESERT SETTLER', 'VENUPHILE']","['VALLEY TRUST', 'THARSIS REPUBLIC', 'THORGATE', 'APHRODITE', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,ELYSIUM,"['ECOLOGIST', 'LEGEND', 'HOVERLORD']",5,"['76', '75', '73', '65', '62']",1554520921,YES,US,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'PLUTO', 'TITAN']",0,-Lbkeh5D9pIg4LNdmbBu
"['LANDLORD', 'BANKER', 'MINER']","['PHOBOLOG', 'INVENTRIX', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['94', '85', '74']",1554526747,YES,,"['CALLISTO', 'CERES', 'GANYMEDE', 'TITAN', 'TRITON']",1,-Lbl-vzDuZkYNm91hW4l
"['INDUSTRIALIST', 'BENEFACTOR', 'VENUPHILE']","['POINT LUNA', 'MORNING STAR', 'CHEUNG SHING MARS', 'ARIDOR', 'INTERPLAN. CINEMATICS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",5,"['96', '80', '75', '56', '55']",1554528418,NO,US,"['CERES', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO', 'TITAN', 'TRITON']",1,-Lbl6Hn3QOXgqd_zNMwM
"['MAGNATE', 'SPACE BARON', 'EXCENTRIC']","['SATURN SYSTEMS', 'ECOLINE']",YES,"['CORPORATE', 'PRELUDE']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['108', '95']",1554559413,NO,NL,,0,-LbmxY5H8rdQTK2cx69H
"['LANDLORD', 'BANKER', 'SCIENTIST']","['VALLEY TRUST', 'POINT LUNA', 'CHEUNG SHING MARS', 'UNMI']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",4,"['86', '75', '74', '62']",1554580388,NO,,"['ENCELADUS', 'EUROPA', 'LUNA', 'MIRANDA', 'PLUTO', 'TITAN']",2,-LboCY9DwVo3p5PtxlDg
"['CELEBRITY', 'DESERT SETTLER', 'BENEFACTOR']","['THORGATE', 'CREDICOR']",YES,['CORPORATE'],12,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'TYCOON']",2,"['110', '102']",1554586914,NO,GB,,0,-LboaRqUmHP4bfBBeEmh
"['SCIENTIST', 'THERMALIST', 'MINER']","['MINING GUILD', 'INTERPLAN. CINEMATICS', 'CREDICOR']",YES,,13,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['83', '81', '80']",1554625232,NO,US,,0,-LbqsbfzLXjUnRonWVwx
"['BANKER', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'POSEIDON', 'POINT LUNA', 'ECOLINE', 'STORMCRAFT']",YES,"['PRELUDE', 'COLONIES']",5,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['62', '60', '58', '54', '48']",1554631636,NO,TH,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",1,-LbrG2NKjej8C3lPzsVp
"['BANKER', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'POSEIDON', 'POINT LUNA', 'ECOLINE', 'STORMCRAFT']",YES,"['PRELUDE', 'COLONIES']",5,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['62', '60', '58', '54', '48']",1554631849,NO,TH,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",1,-LbrGrP-ATy8tFCh86Ko
"['LANDLORD', 'SCIENTIST', 'MINER']","['ARIDOR', 'ARKLIGHT']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,THARSIS,"['GARDENER', 'PLANNER', 'HOVERLORD']",2,"['159', '114']",1554640167,NO,US,"['CALLISTO', 'EUROPA', 'GANYMEDE', 'PLUTO', 'TITAN', 'TRITON']",1,-LbrlaDSOZTo7dpNYki3
"['CELEBRITY', 'ESTATE DEALER', 'VENUPHILE']","['CHEUNG SHING MARS', 'KUIPER BELT COOP.']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'HOVERLORD']",2,"['131', '122']",1554640276,NO,US,"['CALLISTO', 'EUROPA', 'GANYMEDE', 'MIRANDA', 'TITAN']",1,-Lbrm-mtUkWX8F9Jqw4f
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['VALLEY TRUST', 'SATURN SYSTEMS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",2,"['145', '118']",1554640408,NO,US,"['CALLISTO', 'ENCELADUS', 'MIRANDA', 'PLUTO', 'TITAN']",0,-LbrmW1jFeLaeYoMa4UG
"['LANDLORD', 'SCIENTIST', 'MINER']","['MINING GUILD', 'INTERPLAN. CINEMATICS', 'CREDICOR']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['92', '66', '58']",1554644523,NO,SE,,0,-Lbs1CA7aJivDYXelDha
"['BANKER', 'SCIENTIST', 'MINER']","['POSEIDON', 'PHOBOLOG', 'POINT LUNA', 'ECOLINE', 'VALLEY TRUST']",YES,"['PRELUDE', 'COLONIES']",5,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",5,"['60', '58', '55', '55', '55']",1554647604,NO,TH,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'IO', 'LUNA', 'PLUTO', 'TITAN']",0,-LbsCy-Tv6zTeVPBXUYa
"['BANKER', 'THERMALIST', 'MINER']","['MINING GUILD', 'POSEIDON', 'CHEUNG SHING MARS', 'VALLEY TRUST', 'STORMCRAFT']",YES,"['PRELUDE', 'COLONIES']",6,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['67', '62', '61', '61', '57']",1554658760,NO,TH,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'IO', 'PLUTO', 'TITAN', 'TRITON']",1,-LbssWdO2fT-ZEPrhtfg
"['LANDLORD', 'SCIENTIST', 'MINER']","['INTERPLAN. CINEMATICS', 'MINING GUILD']",YES,['CORPORATE'],13,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['137', '73']",1554663288,NO,SE,,0,-Lbt8mWwyYR2oKRA3wA2
"['INDUSTRIALIST', 'ESTATE DEALER', 'VENUPHILE']","['ECOLINE', 'MORNING STAR', 'APHRODITE', 'CREDICOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'LEGEND', 'HOVERLORD']",4,"['87', '78', '74', '64']",1554667175,YES,US,"['CERES', 'ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'MIRANDA']",0,-LbtNd3IlyvfURy4IL0V
"['SCIENTIST', 'THERMALIST', 'MINER']","['HELION', 'PHOBOLOG', 'INVENTRIX']",YES,['CORPORATE'],13,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['79', '76', '74']",1554676159,NO,IT,,1,-LbtutU22YMsCHIJC_C6
"['SCIENTIST', 'THERMALIST', 'MINER']","['CREDICOR', 'THORGATE']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['83', '82']",1554678384,NO,GB,,0,-Lbu2NBk9BkZU9MvPpV9
"['SCIENTIST', 'MINER']","['PHOBOLOG', 'HELION']",NO,['CORPORATE'],14,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['124', '109']",1554691156,NO,,,0,-Lbuo5feWsrHqfOjYTvY
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['CREDICOR', 'THARSIS REPUBLIC', 'INVENTRIX', 'ECOLINE']",YES,['CORPORATE'],9,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'ENERGIZER']",4,"['72', '56', '55', '50']",1554700191,NO,US,,0,-LbvLYynWRUELhSVvi0K
"['CELEBRITY', 'BENEFACTOR']","['UNMI', 'THARSIS REPUBLIC', 'PHOBOLOG', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],11,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",4,"['89', '75', '69', '65']",1554700281,NO,US,,0,-LbvLtxdCZdFoBg5iB5w
"['BANKER', 'SCIENTIST', 'THERMALIST']","['HELION', 'THARSIS REPUBLIC', 'UNMI']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['81', '73', '69']",1554728115,NO,SE,,0,-Lbx03ivL9MFuKer4u6P
"['SCIENTIST', 'THERMALIST', 'MINER']","['THORGATE', 'CREDICOR']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['89', '70']",1554749307,NO,GB,,0,-LbyGvfgcpwUFWK647mr
['BANKER'],"['TERACTOR', 'MINING GUILD', 'THORGATE']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['78', '62', '61']",1554754607,NO,SE,,0,-Lbya8Uunw4y24IWCAAQ
"['DESERT SETTLER', 'ESTATE DEALER', 'BENEFACTOR']","['TERACTOR', 'CHEUNG SHING MARS', 'ROBINSON INDUSTRIES']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",3,"['130', '120', '115']",1554768153,NO,HR,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'TRITON']",0,-LbzOoYmbiiF98nFO9WN
"['CULTIVATOR', 'MAGNATE']","['MINING GUILD', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['99', '68']",1554822731,NO,FR,,0,-Lc1dzgsikyOa7JoXkyL
"['CULTIVATOR', 'MAGNATE']","['MINING GUILD', 'HELION']",YES,"['CORPORATE', 'PRELUDE']",10,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['99', '68']",1554822822,NO,FR,,0,-Lc1eKu06ysxxU0uetHZ
['MINER'],"['CREDICOR', 'THORGATE', 'TERACTOR']",YES,['CORPORATE'],8,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['69', '48', '46']",1554834801,NO,SE,,1,-Lc2N2I2oU3c-0YIq0Fy
"['BANKER', 'MINER']","['PHOBOLOG', 'SATURN SYSTEMS', 'TERACTOR']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['126', '92', '89']",1554839571,NO,US,,0,-Lc2eFhRTdaf3uOtImik
"['CULTIVATOR', 'EXCENTRIC', 'VENUPHILE']","['POINT LUNA', 'VIRON', 'SATURN SYSTEMS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,HELLAS,"['ENERGIZER', 'RIM SETTLER', 'HOVERLORD']",3,"['148', '136', '130']",1554839574,NO,,"['CALLISTO', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",1,-Lc2eGsALnZuSfWXjgKI
"['LANDLORD', 'BANKER', 'SCIENTIST']","['PHOBOLOG', 'SATURN SYSTEMS', 'MANUTECH', 'ECOLINE', 'CELESTIC']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",11,THARSIS,"['GARDENER', 'PLANNER', 'HOVERLORD']",5,"['90', '86', '79', '78', '67']",1554840587,NO,PL,,0,-Lc2i7Xy1mIYJNCTRzjr
"['LANDLORD', 'SCIENTIST', 'MINER']","['THARSIS REPUBLIC', 'CREDICOR']",YES,['CORPORATE'],14,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['126', '116']",1554841331,NO,SE,,1,-Lc2kxKwrDbR5tH6664_
"['EXCENTRIC', 'CONTRACTOR', 'VENUPHILE']","['CELESTIC', 'MINING GUILD']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'HOVERLORD']",2,"['153', '149']",1554847367,NO,US,"['EUROPA', 'IO', 'MIRANDA', 'TITAN', 'TRITON']",0,-Lc37-DPXKssaa0QB3-0
"['THERMALIST', 'VENUPHILE']","['BEGINNER', 'RECYCLON', 'MORNING STAR', 'INTERPLAN. CINEMATICS', 'ROBINSON INDUSTRIES']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",7,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",5,"['63', '57', '55', '54', '52']",1554866837,YES,US,"['CERES', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",3,-Lc4HGQybAKNNkHiNTSr
"['CULTIVATOR', 'EXCENTRIC']","['THARSIS REPUBLIC', 'TERACTOR', 'INVENTRIX']",YES,['CORPORATE'],11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",3,"['90', '74', '73']",1554872838,NO,US,,0,-Lc4d8F0QlKvj5zrXXBj
"['SCIENTIST', 'MINER']","['CREDICOR', 'ECOLINE', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['86', '83', '78']",1554918712,NO,SE,,0,-Lc7N99OfzH7orYvi35T
"['MAGNATE', 'EXCENTRIC', 'VENUPHILE']","['ARKLIGHT', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'HOVERLORD']",2,"['122', '119']",1554927103,YES,,"['CALLISTO', 'EUROPA', 'LUNA', 'MIRANDA', 'TRITON']",0,-Lc7s9RNW1WsGKEiJ20w
"['BANKER', 'SCIENTIST', 'THERMALIST']","['TERACTOR', 'THARSIS REPUBLIC', 'MINING GUILD', 'UNMI', 'INVENTRIX']",NO,['CORPORATE'],9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['73', '61', '58', '57', '51']",1554934879,NO,SE,,3,-Lc8KpKC0WQm-UxF06n9
"['LANDLORD', 'BANKER', 'SCIENTIST']","['THARSIS REPUBLIC', 'CREDICOR']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",2,"['109', '78']",1554994717,NO,SE,,0,-LcBu32MRh0I4IeQBhIv
"['LANDLORD', 'BANKER', 'SCIENTIST']","['MINING GUILD', 'TERACTOR', 'PHOBOLOG']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['71', '69', '63']",1555005093,NO,SE,,0,-LcCWfOBonA0drnOHgDA
